# age, mass, xsound, sleep, brand
4.13,2.58,0.70,9.87,0.00
5.58,3.42,0.73,11.80,1.00
4.36,2.58,0.48,10.13,0.00
5.72,3.33,0.44,11.94,1.00
4.82,2.71,0.27,10.71,0.00
2.61,1.65,0.60,7.83,0.00
3.84,2.31,0.53,9.45,0.00
6.82,3.90,0.36,13.38,1.00
3.79,2.46,0.83,9.44,0.00
5.18,3.00,0.42,11.21,0.00
4.43,2.53,0.34,10.19,0.00
5.55,3.42,0.75,11.76,1.00
5.21,3.02,0.41,11.24,0.00
3.52,2.27,0.78,9.06,0.00
5.47,3.38,0.77,11.66,1.00
4.24,2.69,0.79,10.03,0.00
3.98,2.48,0.68,9.67,0.00
5.68,3.48,0.73,11.93,1.00
5.38,3.34,0.79,11.55,1.00
3.14,1.98,0.64,8.53,0.00
3.76,2.28,0.57,9.35,0.00
4.39,2.75,0.75,10.22,0.00
4.18,2.40,0.35,9.87,0.00
5.54,3.23,0.46,11.70,1.00
3.22,2.01,0.62,8.64,0.00
4.58,2.70,0.48,10.43,0.00
3.93,2.43,0.65,9.58,0.00
5.60,3.26,0.45,11.77,1.00
5.43,3.05,0.26,11.51,0.00
5.93,3.60,0.71,12.26,1.00
6.14,3.70,0.68,12.53,1.00
6.90,3.95,0.36,13.49,1.00
1.26,0.91,0.64,6.04,0.00
5.43,3.17,0.45,11.55,0.00
5.54,3.40,0.75,11.74,1.00
6.35,3.66,0.40,12.77,1.00
4.45,2.62,0.47,10.25,0.00
4.86,3.12,0.91,10.87,0.00
4.32,2.70,0.72,10.12,0.00
4.19,2.70,0.85,9.97,0.00
2.83,1.88,0.77,8.15,0.00
4.74,2.64,0.23,10.59,0.00
4.09,2.62,0.82,9.83,0.00
6.17,3.56,0.40,12.52,1.00
5.61,3.13,0.22,11.74,0.00
3.06,1.96,0.69,8.44,0.00
6.15,3.55,0.42,12.49,1.00
5.91,3.43,0.43,12.19,1.00
5.10,2.85,0.24,11.07,0.00
2.87,1.73,0.48,8.16,0.00
4.84,2.82,0.43,10.76,0.00
3.04,1.97,0.72,8.42,0.00
3.46,2.21,0.72,8.98,0.00
3.90,2.46,0.73,9.56,0.00
6.54,3.76,0.38,13.02,1.00
5.45,3.36,0.76,11.63,1.00
3.27,1.92,0.42,8.68,0.00
5.82,3.56,0.74,12.12,1.00
3.51,1.99,0.31,8.97,0.00
5.06,2.91,0.37,11.04,0.00
3.21,1.83,0.32,8.58,0.00
6.07,3.67,0.68,12.44,1.00
4.83,2.86,0.51,10.77,1.00
4.58,2.86,0.75,10.47,0.00
5.85,3.55,0.70,12.15,1.00
5.37,3.14,0.46,11.47,1.00
3.51,2.09,0.48,9.00,0.00
6.20,3.73,0.67,12.61,1.00
5.61,3.27,0.45,11.79,1.00
5.32,3.12,0.47,11.41,1.00
4.42,2.59,0.45,10.20,0.00
4.31,2.64,0.64,10.09,0.00
7.10,4.16,0.52,13.78,1.00
5.57,3.23,0.42,11.73,0.00
5.77,3.35,0.44,12.00,1.00
4.47,2.61,0.44,10.27,0.00
5.82,3.54,0.71,12.11,1.00
4.45,2.85,0.85,10.32,0.00
5.31,3.18,0.59,11.41,0.00
3.48,2.15,0.60,8.98,0.00
5.34,3.06,0.36,11.41,0.00
5.09,3.18,0.81,11.16,1.00
6.24,3.60,0.41,12.61,1.00
3.06,2.04,0.82,8.46,0.00
4.99,3.12,0.80,11.02,0.00
3.85,2.55,0.93,9.54,0.00
6.54,3.76,0.38,13.01,1.00
5.72,3.33,0.45,11.94,1.00
4.85,2.86,0.49,10.79,0.00
4.38,2.66,0.59,10.18,0.00
4.85,3.08,0.86,10.85,1.00
5.19,2.96,0.32,11.21,0.00
4.33,2.76,0.83,10.15,0.00
5.94,3.44,0.42,12.23,1.00
4.66,2.93,0.78,10.59,0.00
4.38,2.84,0.90,10.24,1.00
4.49,2.67,0.52,10.31,0.00
4.38,2.58,0.46,10.16,0.00
5.26,3.08,0.48,11.33,1.00
4.98,2.94,0.49,10.96,1.00
5.37,3.28,0.69,11.51,0.00
5.21,3.06,0.48,11.27,1.00
4.33,2.52,0.41,10.08,0.00
4.51,2.77,0.67,10.37,0.00
6.45,3.85,0.62,12.93,1.00
5.28,3.32,0.86,11.42,0.00
5.53,3.16,0.35,11.66,0.00
4.36,2.63,0.57,10.15,0.00
4.43,2.71,0.64,10.25,0.00
4.37,2.69,0.66,10.18,0.00
3.85,2.49,0.83,9.51,0.00
4.39,2.59,0.48,10.18,0.00
4.17,2.45,0.45,9.88,0.00
4.39,2.48,0.30,10.14,0.00
4.09,2.26,0.22,9.72,0.00
5.14,2.99,0.43,11.16,0.00
5.25,3.28,0.81,11.38,1.00
4.15,2.41,0.40,9.83,0.00
5.21,3.07,0.49,11.27,0.00
5.99,3.47,0.43,12.29,0.00
5.62,3.27,0.45,11.80,1.00
3.59,2.11,0.43,9.10,0.00
5.62,3.45,0.75,11.85,1.00
6.10,3.53,0.42,12.43,1.00
4.98,3.04,0.67,10.98,0.00
4.38,2.67,0.61,10.18,0.00
5.02,2.95,0.49,11.01,1.00
5.06,3.08,0.66,11.09,0.00
3.16,1.95,0.58,8.56,0.00
5.27,3.09,0.48,11.34,1.00
2.90,1.84,0.64,8.22,0.00
5.01,2.93,0.45,10.99,0.00
4.01,2.30,0.35,9.64,0.00
4.91,2.86,0.44,10.85,0.00
3.83,2.45,0.78,9.47,0.00
4.98,2.74,0.17,10.91,0.00
4.67,2.78,0.52,10.55,1.00
4.79,2.73,0.33,10.67,0.00
4.68,2.90,0.71,10.60,1.00
5.77,3.35,0.43,12.00,1.00
3.37,2.03,0.51,8.82,0.00
4.35,2.67,0.65,10.14,0.00
4.22,2.68,0.78,10.00,0.00
4.19,2.42,0.38,9.89,0.00
3.68,2.13,0.39,9.21,0.00
4.16,2.39,0.36,9.85,0.00
3.76,2.37,0.71,9.37,0.00
4.67,2.87,0.68,10.58,0.00
5.12,2.77,0.07,11.07,0.00
3.72,2.25,0.55,9.29,0.00
5.22,3.07,0.48,11.27,1.00
5.33,3.31,0.79,11.47,1.00
4.09,2.33,0.33,9.75,0.00
5.21,3.30,0.88,11.33,0.00
4.90,3.03,0.72,10.89,0.00
5.79,3.52,0.70,12.07,1.00
3.62,2.25,0.65,9.17,0.00
5.64,3.28,0.45,11.83,1.00
5.31,3.36,0.88,11.47,0.00
4.83,2.87,0.52,10.77,0.00
3.97,2.32,0.43,9.60,0.00
4.44,2.67,0.57,10.26,0.00
4.11,2.52,0.62,9.83,0.00
6.25,3.61,0.40,12.63,1.00
3.09,1.89,0.54,8.46,0.00
3.46,2.13,0.59,8.95,0.00
2.87,1.83,0.66,8.18,0.00
5.01,3.16,0.84,11.06,1.00
5.31,3.32,0.83,11.46,1.00
3.07,1.85,0.50,8.42,0.00
4.04,2.62,0.86,9.77,0.00
5.17,2.88,0.22,11.16,0.00
3.61,2.27,0.68,9.16,0.00
5.90,3.58,0.70,12.21,1.00
5.03,2.91,0.40,11.01,0.00
5.36,3.03,0.29,11.42,0.00
5.40,3.33,0.76,11.57,1.00
3.97,2.47,0.67,9.65,0.00
4.92,3.13,0.88,10.95,1.00
4.90,3.01,0.69,10.88,0.00
3.59,2.25,0.67,9.15,0.00
2.77,1.73,0.58,8.04,0.00
3.13,1.97,0.64,8.53,0.00
5.37,3.28,0.69,11.51,0.00
4.20,2.71,0.85,9.99,0.00
5.84,3.26,0.22,12.06,0.00
4.02,2.43,0.55,9.70,0.00
3.55,2.06,0.38,9.04,0.00
6.28,3.75,0.63,12.71,1.00
3.68,2.25,0.58,9.25,0.00
4.13,2.52,0.61,9.84,0.00
4.53,2.90,0.87,10.43,0.00
5.37,3.35,0.82,11.53,1.00
3.50,2.26,0.77,9.04,0.00
3.67,2.33,0.73,9.26,0.00
5.47,3.34,0.72,11.64,1.00
5.83,3.39,0.44,12.08,1.00
5.21,2.87,0.17,11.20,0.00
3.17,1.85,0.39,8.54,0.00
7.12,4.16,0.51,13.81,1.00
6.81,3.90,0.36,13.36,1.00
5.39,3.23,0.59,11.52,0.00
4.66,2.82,0.60,10.55,0.00
4.75,2.65,0.24,10.61,0.00
5.72,3.33,0.45,11.93,1.00
4.81,2.76,0.36,10.71,0.00
3.77,2.16,0.35,9.32,0.00
3.84,2.31,0.54,9.44,0.00
5.57,3.25,0.45,11.74,1.00
5.05,2.85,0.27,11.02,0.00
4.78,2.73,0.33,10.66,0.00
4.06,2.53,0.70,9.77,0.00
4.99,2.94,0.49,10.98,1.00
5.83,3.39,0.43,12.08,1.00
2.71,1.78,0.73,7.98,0.00
3.54,2.15,0.56,9.06,0.00
5.64,3.29,0.45,11.83,1.00
3.54,2.22,0.66,9.08,0.00
5.44,3.18,0.46,11.57,1.00
6.15,3.68,0.64,12.53,1.00
2.98,1.79,0.47,8.30,0.00
4.51,2.64,0.45,10.32,0.00
6.03,3.64,0.67,12.38,1.00
4.65,2.65,0.33,10.49,0.00
3.96,2.41,0.59,9.61,0.00
5.55,3.28,0.53,11.72,0.00
2.93,1.88,0.69,8.26,0.00
5.55,3.41,0.75,11.77,1.00
3.05,1.81,0.44,8.39,0.00
5.72,3.51,0.76,11.99,1.00
3.84,2.42,0.72,9.48,0.00
5.34,3.19,0.58,11.45,0.00
3.73,2.42,0.83,9.36,0.00
5.54,3.24,0.46,11.70,1.00
5.50,3.21,0.46,11.65,1.00
4.48,2.79,0.73,10.33,0.00
4.81,2.83,0.48,10.73,0.00
3.90,2.45,0.71,9.56,0.00
2.66,1.74,0.71,7.91,0.00
3.46,2.12,0.58,8.95,0.00
3.85,2.31,0.52,9.47,0.00
4.96,2.89,0.44,10.92,0.00
3.08,1.96,0.67,8.46,0.00
5.45,3.30,0.67,11.61,0.00
5.35,3.33,0.80,11.51,1.00
3.67,2.27,0.62,9.24,0.00
3.76,2.22,0.46,9.33,0.00
4.41,2.75,0.73,10.24,0.00
2.12,1.30,0.47,7.16,0.00
4.91,3.05,0.75,10.91,0.00
5.79,3.28,0.29,12.00,0.00
5.81,3.56,0.74,12.11,1.00
4.66,2.78,0.54,10.54,0.00
6.24,3.73,0.63,12.65,1.00
4.44,2.78,0.74,10.29,0.00
3.32,2.00,0.51,8.76,0.00
6.93,4.07,0.54,13.56,1.00
4.02,2.47,0.62,9.71,0.00
3.83,2.33,0.58,9.44,0.00
5.75,3.34,0.44,11.96,1.00
4.34,2.70,0.71,10.14,0.00
4.84,2.91,0.59,10.79,0.00
5.45,3.37,0.77,11.63,1.00
3.63,2.18,0.52,9.17,0.00
4.10,2.55,0.69,9.82,0.00
5.43,3.36,0.79,11.60,1.00
5.50,3.48,0.91,11.73,0.00
5.02,3.17,0.85,11.08,1.00
2.80,1.82,0.70,8.10,0.00
4.77,2.83,0.52,10.69,1.00
4.80,3.05,0.86,10.79,1.00
6.99,4.11,0.54,13.64,1.00
6.77,3.88,0.37,13.32,1.00
4.72,2.69,0.33,10.58,0.00
4.17,2.49,0.52,9.89,0.00
3.50,2.13,0.56,9.01,0.00
5.59,3.43,0.74,11.82,1.00
7.00,4.00,0.35,13.62,1.00
4.98,2.94,0.50,10.96,1.00
6.18,3.57,0.41,12.54,1.00
4.92,3.13,0.87,10.95,1.00
5.41,3.32,0.73,11.57,1.00
5.84,3.54,0.69,12.14,1.00
4.16,2.63,0.76,9.91,0.00
3.66,2.15,0.44,9.19,0.00
5.89,3.56,0.68,12.20,1.00
4.74,2.91,0.68,10.67,0.00
5.09,3.24,0.89,11.18,0.00
4.17,2.77,0.99,9.96,0.00
5.89,3.56,0.68,12.19,1.00
5.88,3.41,0.43,12.14,1.00
4.33,2.52,0.41,10.08,0.00
4.99,2.89,0.41,10.96,0.00
5.94,3.60,0.69,12.27,1.00
3.89,2.37,0.59,9.53,0.00
5.54,3.50,0.90,11.77,0.00
4.17,2.40,0.37,9.86,0.00
6.36,3.79,0.60,12.82,1.00
4.38,2.59,0.49,10.15,0.00
5.23,2.95,0.27,11.26,0.00
4.77,2.73,0.34,10.65,0.00
4.39,2.91,1.01,10.26,0.00
5.70,3.48,0.71,11.96,1.00
4.70,3.01,0.90,10.65,0.00
3.57,2.17,0.56,9.09,0.00
3.74,2.17,0.40,9.29,0.00
5.64,3.41,0.66,11.87,0.00
6.03,3.34,0.16,12.30,0.00
4.30,2.54,0.48,10.05,0.00
4.00,2.39,0.52,9.66,0.00
6.17,3.56,0.40,12.53,1.00
3.96,2.37,0.52,9.60,0.00
6.67,3.82,0.37,13.18,1.00
3.20,2.05,0.71,8.63,0.00
3.66,2.18,0.49,9.20,0.00
5.58,3.53,0.92,11.83,0.00
4.19,2.52,0.55,9.92,0.00
5.83,3.39,0.44,12.08,1.00
4.60,2.89,0.78,10.50,0.00
3.89,2.27,0.42,9.49,0.00
5.85,3.52,0.64,12.14,0.00
4.72,2.66,0.28,10.58,0.00
4.84,2.82,0.43,10.76,0.00
4.24,2.68,0.77,10.03,0.00
4.11,2.43,0.48,9.80,0.00
4.14,2.57,0.69,9.87,0.00
6.06,3.51,0.43,12.38,1.00
4.75,2.82,0.52,10.66,1.00
4.95,3.10,0.79,10.97,0.00
5.91,3.59,0.71,12.23,1.00
6.11,3.53,0.41,12.44,1.00
3.36,2.02,0.50,8.81,0.00
5.71,3.32,0.45,11.92,1.00
5.53,3.09,0.24,11.64,0.00
5.51,3.38,0.74,11.70,1.00
4.42,2.75,0.72,10.26,0.00
5.25,3.08,0.47,11.31,1.00
6.64,3.81,0.38,13.14,1.00
5.81,3.24,0.21,12.01,0.00
3.25,2.09,0.73,8.70,0.00
5.83,3.55,0.72,12.12,1.00
6.35,3.79,0.62,12.80,1.00
4.14,2.55,0.65,9.86,0.00
5.26,3.32,0.87,11.39,0.00
5.59,3.18,0.32,11.74,0.00
3.51,2.20,0.67,9.03,0.00
4.06,2.51,0.66,9.77,0.00
4.94,3.09,0.80,10.95,0.00
6.10,3.53,0.41,12.44,1.00
4.47,2.69,0.57,10.29,0.00
5.11,2.84,0.21,11.08,0.00
4.50,2.70,0.56,10.33,0.00
3.62,2.05,0.30,9.11,0.00
6.40,3.69,0.40,12.83,1.00
5.39,3.34,0.78,11.55,1.00
5.22,3.06,0.47,11.28,1.00
5.54,3.41,0.77,11.74,1.00
4.10,2.43,0.48,9.79,0.00
3.97,2.39,0.55,9.62,0.00
3.65,2.17,0.47,9.19,0.00
3.81,2.33,0.60,9.42,0.00
4.27,2.52,0.47,10.01,0.00
3.93,2.29,0.41,9.55,0.00
5.90,3.42,0.43,12.17,1.00
4.90,2.82,0.37,10.83,0.00
6.21,3.58,0.41,12.57,1.00
6.67,3.95,0.58,13.21,1.00
6.24,4.00,1.08,12.73,0.00
5.62,3.43,0.72,11.85,1.00
3.41,2.07,0.55,8.88,0.00
5.14,3.08,0.57,11.19,0.00
4.45,2.65,0.52,10.26,0.00
6.08,3.51,0.42,12.40,1.00
4.54,2.94,0.92,10.45,0.00
4.57,2.64,0.38,10.40,0.00
4.39,2.88,0.96,10.26,0.00
4.31,2.66,0.66,10.10,0.00
4.80,3.05,0.87,10.78,1.00
3.96,2.30,0.40,9.58,0.00
4.25,2.66,0.73,10.03,0.00
3.63,2.08,0.35,9.14,0.00
5.80,3.37,0.43,12.04,1.00
3.69,2.21,0.50,9.25,0.00
3.92,2.42,0.64,9.58,0.00
5.56,3.24,0.44,11.72,1.00
4.25,2.63,0.67,10.01,0.00
6.11,3.54,0.42,12.45,1.00
6.86,3.93,0.36,13.44,1.00
4.14,2.46,0.50,9.84,0.00
4.67,2.84,0.63,10.57,0.00
4.47,2.78,0.72,10.32,0.00
2.82,1.82,0.68,8.12,0.00
5.73,3.33,0.44,11.95,1.00
3.93,2.39,0.57,9.58,0.00
4.00,2.41,0.54,9.66,0.00
5.17,3.02,0.45,11.20,0.00
5.75,3.34,0.44,11.97,1.00
4.77,2.88,0.60,10.70,0.00
5.33,3.31,0.79,11.47,1.00
2.51,1.56,0.55,7.69,0.00
4.00,2.32,0.40,9.64,0.00
3.41,1.97,0.37,8.84,0.00
3.84,2.36,0.61,9.46,0.00
5.09,2.85,0.24,11.07,0.00
2.88,1.70,0.43,8.16,0.00
4.19,2.32,0.21,9.86,0.00
4.11,2.37,0.38,9.78,0.00
3.19,1.96,0.57,8.59,0.00
5.66,3.30,0.45,11.85,1.00
4.24,2.61,0.65,10.00,0.00
5.86,3.40,0.42,12.12,1.00
6.20,3.73,0.66,12.61,1.00
3.43,2.15,0.65,8.93,0.00
3.96,2.41,0.60,9.61,0.00
4.87,2.88,0.50,10.82,1.00
4.46,2.64,0.50,10.27,0.00
4.99,2.81,0.27,10.93,0.00
6.29,3.75,0.61,12.72,1.00
4.53,2.79,0.67,10.40,0.00
6.70,3.96,0.57,13.25,1.00
5.17,3.03,0.48,11.20,1.00
3.36,2.05,0.56,8.82,0.00
6.82,4.03,0.57,13.41,1.00
4.77,3.02,0.83,10.74,0.00
5.15,3.03,0.49,11.18,1.00
3.71,2.10,0.31,9.23,0.00
5.67,3.49,0.76,11.92,1.00
4.37,2.54,0.42,10.13,0.00
4.00,2.42,0.57,9.67,0.00
3.98,2.42,0.58,9.64,0.00
4.38,2.73,0.73,10.20,0.00
4.06,2.33,0.35,9.71,0.00
4.33,2.57,0.50,10.09,0.00
4.50,2.79,0.70,10.36,0.00
4.89,3.05,0.76,10.89,0.00
5.78,3.30,0.34,12.00,0.00
5.15,3.22,0.82,11.24,1.00
3.81,2.42,0.74,9.44,0.00
5.25,3.21,0.70,11.35,0.00
4.55,2.90,0.85,10.44,0.00
6.71,3.97,0.57,13.27,1.00
6.01,3.48,0.42,12.32,1.00
4.28,2.69,0.75,10.08,0.00
4.09,2.53,0.67,9.81,0.00
3.40,2.14,0.66,8.89,0.00
5.39,3.15,0.47,11.50,1.00
6.12,3.64,0.59,12.49,0.00
3.25,2.17,0.86,8.72,0.00
5.19,3.05,0.49,11.24,1.00
4.72,2.87,0.63,10.64,0.00
3.66,2.21,0.53,9.21,0.00
3.89,2.34,0.53,9.51,0.00
4.18,2.71,0.88,9.97,0.00
4.46,2.58,0.39,10.25,0.00
4.81,2.94,0.66,10.77,0.00
3.38,2.05,0.54,8.83,0.00
4.89,2.76,0.29,10.80,0.00
5.00,3.09,0.73,11.02,0.00
3.85,2.50,0.84,9.52,0.00
4.00,2.38,0.49,9.65,0.00
4.61,2.69,0.44,10.45,0.00
3.61,2.22,0.60,9.15,0.00
5.45,3.19,0.46,11.58,1.00
5.15,3.22,0.80,11.24,1.00
5.35,3.29,0.74,11.49,1.00
4.72,2.74,0.42,10.59,0.00
4.72,2.76,0.46,10.60,0.00
3.69,2.22,0.52,9.25,0.00
5.16,3.23,0.81,11.25,1.00
4.48,2.74,0.64,10.32,0.00
4.98,2.98,0.56,10.97,0.00
4.47,2.52,0.29,10.24,0.00
3.87,2.20,0.32,9.46,0.00
5.00,2.88,0.38,10.96,0.00
4.96,2.82,0.32,10.90,0.00
5.20,3.12,0.59,11.27,0.00
5.10,2.96,0.42,11.10,0.00
6.20,3.57,0.40,12.56,1.00
5.01,3.14,0.80,11.05,0.00
3.22,2.05,0.69,8.65,0.00
4.17,2.56,0.64,9.90,0.00
3.57,2.29,0.75,9.13,0.00
4.36,2.71,0.71,10.17,0.00
2.02,1.30,0.58,7.04,0.00
4.55,2.72,0.54,10.40,0.00
4.41,2.61,0.50,10.20,0.00
4.60,2.89,0.78,10.50,0.00
4.79,3.01,0.79,10.76,0.00
5.66,3.22,0.31,11.83,0.00
3.64,2.15,0.46,9.17,0.00
4.35,2.76,0.80,10.18,0.00
3.45,2.18,0.69,8.96,0.00
4.75,2.96,0.75,10.70,0.00
4.80,3.04,0.84,10.77,0.00
4.53,2.94,0.93,10.43,1.00
5.98,3.62,0.68,12.32,1.00
2.59,1.58,0.49,7.78,0.00
6.07,3.51,0.42,12.40,1.00
4.46,2.66,0.52,10.28,0.00
5.43,3.31,0.69,11.59,0.00
4.40,2.78,0.78,10.24,0.00
4.54,2.65,0.42,10.37,0.00
4.53,2.58,0.32,10.33,0.00
3.95,2.46,0.69,9.62,0.00
4.90,3.11,0.87,10.92,1.00
5.41,3.37,0.81,11.59,1.00
5.58,3.46,0.79,11.81,0.00
5.31,3.09,0.45,11.39,0.00
3.63,2.18,0.51,9.17,0.00
4.78,3.00,0.79,10.75,0.00
6.29,3.76,0.63,12.72,1.00
5.64,3.46,0.73,11.88,1.00
4.61,2.69,0.43,10.45,0.00
4.77,2.77,0.42,10.66,0.00
4.33,2.61,0.56,10.11,0.00
4.77,2.92,0.67,10.71,0.00
6.68,3.93,0.54,13.22,1.00
5.47,3.45,0.89,11.68,0.00
4.76,2.73,0.35,10.64,0.00
3.79,2.34,0.62,9.40,0.00
4.22,2.67,0.77,9.99,0.00
3.22,2.00,0.60,8.64,0.00
5.18,3.05,0.48,11.23,1.00
5.73,3.33,0.45,11.95,1.00
5.73,3.31,0.40,11.94,0.00
6.07,3.51,0.42,12.39,1.00
5.71,3.32,0.44,11.92,1.00
3.63,2.23,0.59,9.18,0.00
3.83,2.31,0.55,9.44,0.00
5.68,3.31,0.45,11.89,1.00
4.80,2.83,0.49,10.72,0.00
3.00,1.81,0.49,8.33,0.00
4.52,2.89,0.85,10.41,0.00
5.53,3.42,0.78,11.74,1.00
4.41,2.55,0.39,10.18,0.00
4.12,2.64,0.83,9.87,0.00
4.23,2.81,1.00,10.05,1.00
3.54,2.26,0.73,9.08,0.00
4.70,2.99,0.86,10.64,0.00
4.98,2.83,0.32,10.93,0.00
5.27,3.03,0.37,11.33,0.00
4.58,2.57,0.26,10.38,0.00
5.17,3.04,0.48,11.21,1.00
5.30,2.89,0.11,11.32,0.00
5.50,3.38,0.75,11.69,1.00
5.06,2.98,0.49,11.06,0.00
4.07,2.49,0.61,9.77,0.00
6.32,3.78,0.63,12.77,1.00
2.83,1.77,0.59,8.12,0.00
3.87,2.49,0.81,9.54,0.00
5.14,2.84,0.18,11.12,0.00
5.68,3.24,0.33,11.86,0.00
4.06,2.51,0.66,9.76,0.00
5.56,3.42,0.76,11.78,1.00
6.37,3.81,0.63,12.84,1.00
6.32,3.79,0.65,12.77,1.00
4.63,2.92,0.80,10.55,0.00
5.61,3.23,0.38,11.78,0.00
4.32,2.66,0.66,10.11,0.00
5.18,3.05,0.49,11.22,0.00
3.32,2.04,0.58,8.76,0.00
5.46,3.38,0.78,11.65,1.00
5.19,3.24,0.81,11.29,0.00
3.37,2.03,0.50,8.83,0.00
4.69,2.80,0.55,10.58,0.00
5.79,3.52,0.70,12.07,1.00
4.34,2.45,0.29,10.08,0.00
4.44,2.87,0.89,10.31,0.00
4.37,2.71,0.69,10.18,0.00
5.88,3.41,0.43,12.14,1.00
6.69,3.96,0.57,13.25,1.00
3.96,2.45,0.66,9.63,0.00
5.09,2.99,0.49,11.10,0.00
4.86,2.97,0.67,10.83,0.00
6.04,3.66,0.69,12.41,1.00
6.30,3.76,0.62,12.73,1.00
5.23,3.07,0.48,11.29,1.00
4.84,2.93,0.62,10.79,0.00
5.81,3.55,0.72,12.10,1.00
4.58,2.73,0.52,10.44,1.00
6.41,3.69,0.40,12.84,1.00
4.12,2.24,0.15,9.76,0.00
5.63,3.21,0.34,11.79,0.00
4.89,2.71,0.20,10.78,0.00
5.39,3.33,0.77,11.55,1.00
4.30,2.55,0.51,10.05,0.00
3.88,2.32,0.51,9.50,0.00
4.23,2.44,0.37,9.94,0.00
3.59,2.30,0.76,9.15,0.00
4.70,3.00,0.87,10.65,0.00
4.44,2.80,0.78,10.29,0.00
5.07,2.96,0.45,11.07,0.00
3.16,2.06,0.77,8.58,0.00
3.77,2.18,0.37,9.33,0.00
4.60,2.88,0.75,10.50,0.00
4.56,2.86,0.77,10.44,0.00
4.83,2.98,0.72,10.80,0.00
3.94,2.44,0.65,9.61,0.00
4.64,2.73,0.48,10.50,0.00
5.90,3.60,0.73,12.22,1.00
4.24,2.72,0.84,10.04,0.00
4.56,2.94,0.90,10.47,0.00
4.71,2.95,0.78,10.65,0.00
3.36,2.17,0.76,8.85,0.00
2.84,1.90,0.80,8.16,0.00
3.85,2.34,0.58,9.47,0.00
4.73,2.71,0.35,10.60,0.00
5.05,3.15,0.79,11.10,0.00
5.62,3.44,0.72,11.85,1.00
4.28,2.57,0.55,10.04,0.00
3.31,2.03,0.57,8.75,0.00
6.70,3.84,0.37,13.22,1.00
4.02,2.50,0.67,9.71,0.00
4.30,2.45,0.34,10.02,0.00
3.39,2.26,0.87,8.92,0.00
3.66,2.09,0.34,9.17,0.00
5.38,3.32,0.76,11.53,1.00
3.94,2.34,0.48,9.58,0.00
3.97,2.31,0.40,9.60,0.00
4.71,2.80,0.52,10.61,1.00
6.00,3.55,0.55,12.32,0.00
3.14,2.14,0.91,8.59,0.00
4.29,2.48,0.39,10.02,0.00
4.16,2.66,0.81,9.93,0.00
4.27,2.48,0.41,10.00,0.00
4.31,2.68,0.70,10.10,0.00
3.68,2.39,0.81,9.29,0.00
5.68,3.30,0.44,11.88,1.00
3.88,2.42,0.68,9.52,0.00
6.27,3.62,0.41,12.66,1.00
5.80,3.37,0.44,12.03,1.00
5.01,3.20,0.91,11.07,0.00
3.06,2.07,0.87,8.47,0.00
4.92,2.91,0.50,10.88,1.00
4.06,2.47,0.60,9.75,0.00
6.23,3.73,0.63,12.64,1.00
5.59,3.26,0.45,11.76,1.00
3.55,2.13,0.50,9.06,0.00
6.05,3.65,0.67,12.41,1.00
4.13,2.44,0.47,9.83,0.00
5.86,3.57,0.71,12.17,1.00
3.92,2.44,0.68,9.58,0.00
4.08,2.47,0.57,9.78,0.00
7.04,4.02,0.35,13.67,1.00
4.30,2.72,0.78,10.11,0.00
4.69,2.62,0.23,10.53,0.00
4.14,2.57,0.68,9.87,0.00
5.54,3.22,0.45,11.69,0.00
6.45,3.71,0.39,12.90,1.00
3.32,2.04,0.58,8.76,0.00
6.16,3.56,0.42,12.52,1.00
4.98,3.00,0.60,10.98,0.00
6.12,3.54,0.42,12.47,1.00
5.51,3.39,0.76,11.70,1.00
5.04,3.18,0.84,11.10,1.00
6.29,3.75,0.61,12.72,1.00
4.55,2.89,0.82,10.44,0.00
5.73,3.52,0.75,12.00,1.00
3.28,1.92,0.42,8.68,0.00
3.58,2.09,0.41,9.08,0.00
6.42,3.83,0.63,12.89,1.00
3.98,2.46,0.65,9.66,0.00
3.84,2.36,0.62,9.46,0.00
6.23,3.48,0.21,12.57,0.00
5.23,3.23,0.75,11.34,0.00
6.07,3.51,0.41,12.39,1.00
5.72,3.49,0.72,11.98,1.00
6.22,3.58,0.40,12.59,1.00
3.96,2.53,0.78,9.66,0.00
3.98,2.32,0.41,9.61,0.00
6.08,3.31,0.07,12.34,0.00
3.42,2.06,0.52,8.89,0.00
4.84,3.04,0.81,10.82,0.00
3.78,2.11,0.25,9.32,0.00
6.55,4.13,1.00,13.13,0.00
5.71,3.51,0.75,11.98,1.00
3.96,2.39,0.56,9.62,0.00
3.55,2.15,0.54,9.07,0.00
3.09,1.90,0.56,8.46,0.00
4.27,2.59,0.59,10.03,0.00
5.62,3.44,0.73,11.86,1.00
5.88,3.41,0.43,12.15,1.00
3.91,2.32,0.49,9.53,0.00
6.41,3.69,0.40,12.84,1.00
4.33,2.71,0.73,10.13,0.00
3.37,2.17,0.74,8.87,0.00
4.17,2.47,0.48,9.88,0.00
2.62,1.58,0.47,7.82,0.00
4.36,2.61,0.54,10.14,1.00
5.77,3.53,0.73,12.05,1.00
5.31,3.11,0.47,11.39,1.00
4.00,2.43,0.58,9.67,0.00
4.70,2.97,0.82,10.64,0.00
3.96,2.45,0.65,9.63,0.00
5.88,3.58,0.72,12.19,1.00
3.91,2.43,0.67,9.57,0.00
6.24,3.51,0.26,12.59,0.00
5.11,2.90,0.31,11.10,0.00
4.41,2.59,0.45,10.20,0.00
